Pergunta,Resposta
como adquirir folder  como conseguir material para campanha  folder para campanha  materiais de campanha disponiveis  material de marketing  material para campanha  material para campanha disponivel  quero material campanha  solicitacao de material campanha  solicitar material campanha,"Disponibilizamos material padrão de marketing do plano: o folder e o folder Jr que podem ser solicitados via formulário de email (através da PRI) assim como a criação de peças avulsas. <br> Para campanhas especificas, no Portal do Instituidor > marketing > campanhas de comunicação é possível ter acesso a vários materiais para confecção de acordo com a campanha desejada."
Como funciona o comissionamento?,"De acordo com a Carta Circular 496.20, item Receitas está descrito: Comissionamento - As receitas das Cooperativas são geradas das coberturas de risco efetivamente pagas pelos participantes e patrimônio novo (aportes + portabilidades) gerados no exercício e serão repassadas conforme segue:<br>
a) Agenciamento: o Instituidor receberá 200% do primeiro prêmio após dois meses da adesão. <br>
b) Fatura: após o agenciamento, o Instituidor receberá 25% do total da fatura de prêmios mensais. <br>
c) Comissão Captação de Patrimônio Novo (CAP): As Singulares estarão elegíveis ao recebimento de comissão sobre o patrimônio novo se atingirem as metas de adesão e planos completos. A receita para a cooperativa sobre o patrimônio novo será com base no percentual de entrega da meta: Entrega meta Patrimônio Novo Comissão Até 49,99% -Zero De 50% a 89,99% - 0,25% de 90% a 99,99% -0,40% >= 100% 0,50%"
"Não consigo consultar um participante, o que fazer?","Vish, nesse caso peço que verifique com sua TI o motivo pelo qual não está sendo possível consultar o participante, pois nossos sistemas são integrados com os da cooperativa.  Com tudo ok e mesmo assim continua aparecendo a mensagem, então nos envie um e-mail selecionando a opção erro do SOP ou Plataforma que iremos verificar. 😊"
O que é autopatrocinado?,"Participante autopatrocinado é considerado aquele no qual encerrou seu vínculo com a cooperativa (encerrou a conta) e permaneceu com o plano através de boleto bancário. A cooperativa fica sem acesso ao plano, porém o participante permanece com vínculo diretamente com a Quanta."
,Pode ser mais específico? Que tipo de pendência?
penhor  penhora  penhorar  plano impenhoravel  plano pode ser penhoravel  planos impenhoraveis,"Pode-se afirmar que os planos de previdência complementar fechados são impenhoráveis. Porém, o judiciário poderá penhorar os recursos caso seja identificado o uso de má-fé, dolo ou fraude no recurso aplicado no Plano, seja em razão da sua origem, seja quanto à sua destinação, contudo, isto é uma conduta de exceção (extraordinária) e que visa combater aqueles que se utilizam de um Plano de Previdência com o intuito de fraudar/mascarar uma conduta ilícita."
O plano é VG|BL?,"Os planos administrados pela Quanta não são nem PGBLs ou VGBLs, são planos fechados com características tributárias de um PGBL, por isso os participantes podem usufruir do benefício fiscal e trazer recursos de outros planos através da portabilidade."
O que é o plano cooprev?,"Uma previdência que nasceu com o compromisso de ser simples, fácil e acessível. O Cooprev permite que as pessoas estejam no controle de suas economias para aposentadoria, tracem planos e construam seu próprio futuro. Para contratar, você precisa ter vínculo com uma das empresas que oferecem o Cooprev.<br>"
O plano é instituito?,"O nosso plano é instituído, ou seja, entra na mesma categoria de planos destinados a entidades representativas como sindicatos e órgãos de classe, como de médicos, juízes e promotores. 😯
Para poder ter acesso a esses planos é necessário ter vinculo associativo entre o instituidor do plano e o participante.👍
Planos assim tem adesão voluntaria e individual. 
Os planos administrados pela Quanta são instituídos, destinados para aqueles cooperados na Unicred ou Ailos, e apresentam as suas características.🤗 "
O que é o programa aporte unico?,"O Programa Aporte Único é um programa para beneficiar os cooperados que fazem suas compras nos cartões Mastercard e Visa da Unicred. Em parceria com a Quanta é possível resgatar os pontos e utilizar como aportes no Plano Precaver.

Para transformar as compras do cartão em aporte em seu Plano de Previdência Precaver, o procedimento é o seguinte: Acesse o site Portal Unicred > Selecione o link para o Programa > Faça a troca de seus pontos por valor de aporte no seu Plano de previdência. No app do cartão também é possível realizar a troca.

Após a conversão dos pontos, estes valores passam a integrar o saldo de previdência do participante na semana seguinte a solicitação e cotiza de acordo com a data que entrar no recurso."
pendencia de profissao e renda  profissao e renda  profissao pendente  renda pendente,"Para esta solicitação é necessário o preenchimento de uma Declaração manuscrito pelo participante informando os dados solicitados ou envio de um comprovante de renda.

Abaixo segue as orientações para resolução da Pendência: <br>
<b>Acesse o SOP > Cadastro > Simulação e proposta > Pesquisar pelo número da simulação (ou CPF clicando na lupa) > Histórico > Logo após clique em Documento > Anexar o documento e clicar em enviar.</b>"
,"Pode ser mais específico? Que tipo de pendência?
[Profissão e Renda] => PROFISSAO_RENDA
[Capital Seg/vlr contribuição] => CAPITAL_SEGURADO_VALOR_CONTRIBUICAO"
0800  fone quanta  qual o 0800 da quanta  qual o contato da quanta  qual o numero da quanta  suporte  telefone atendimento  telefone de contato  telefone para contato  telefone quanta,"Para acessar a Central de Relacionamento da Quanta Previdência Cooperativa via telefone, basta discar  0800 942 1551 > opção 2. Nosso horário de atendimento online:  De segunda a sexta-feira, das 9 às 18 horas. "
"Quero livros da PRI, como pegar?","Aqui estão seus livros! 🤓<br>
Clique em um dos botões para ter acesso ao PDF 👇 Se quiser voltar ao menu inicial, basta digitar MENU "
,Sobre qual tipo de reajuste você quer falar?
alteracao de contribuicao de risco  alterar contribuicao de risco  atualizacao de contribuicao de risco  atualizar contribuicao de risco  como e atualizada minha contribuicao de risco  reajustar contribuicao de risco  reajuste de contribuicao de risco,"O capital segurado será reajustado no mês de junho de cada ano, pela variação do IPCA – Índice Nacional de Preços ao Consumidor Amplo, calculado pelo IBGE, acumulada entre o mês de abril do ano anterior e março do ano de reajuste, observada a contratação do capital pelo participante ou a última elevação solicitada como mês inicial para fins da variação acumulada e na idade atual do participante, observados os custos vigentes da Seguradora.
E vale lembrar: os valores referentes às contribuições de risco, serão reajustados pela idade do Participante e pelo IPCA."
"Participante suspendeu e quer desistir, como fazer?",O plano pode ser reativado através do SOP em Manutenção do Plano > Alteração do Plano > CPF > Pesquisar > Suspensão > Reativar ou o participante poderá realizar a ativação do plano diretamente pelo APP em meu plano > Serviços > Pausar Contribuição > Reativar Contribuição. 
"Partiicpante fez o plano, mas desistiu da adesão, como fazer?","Em casos de desistência do participante em relação ao pedido feito de cancelamento da proteção familiar, ele pode pedir a reativação desde que a solicitação venha ser feita respeitando  30 dias do pedido de cancelamento. Após esse período orientamos que seja feita uma nova contratação. 
Para formalizar, é necessária uma  carta de próprio punho do participante ou então e-mail do próprio participante. 
:warning: IMPORTANTE  :warning:
Não será aceito e-mails com domínio da cooperativa, exceto em se tratando de participante funcionário. 
Procuração, somente se for uma procuração específica para seguros. "
,"Se o colaborador já possui acesso ao SOP e portal e ficou mais de 03 meses sem utilizar os canais, o acesso será inativado e então terá que ser solicitado abrindo chamado (através da PRI) a reativação no SOP e portal."
,"Caso no momento da contratação via SOP,  debitou os valores de aposentadoria e risco e no decorrer do processo, o risco foi recusado, em até 7 dias acontece a devolução do valor diretamente para a conta do participante, sem necessidade de acionar a Quanta.  Em contratações realizadas pela Plataforma Quanta , o débito só acontece depois que a proposta estiver implantada. "
Onde encontro o regulamento do plano?,"O regulamento do plano está disponível na Plataforma: Documentos> Gerais> Inserir Regulamento na ferramenta de pesquisa> ícone Baixar Documento. 
Também está disponível ao participante: <br>• na área restrita > iniciar atendimento > colocar CPF > atender > documentos; <br>• e no APP do Plano > Menu Serviços > Documentos. "
condicoes gerais da cobertura de invalidez  condicoes gerais da cobertura de morte  condicoes gerais da cobertura de risco  condicoes gerais do risco  e do risco?  gostaria das condições gerais do seguro da mongeral  regulamento cobertura de risco  regulamento de invalidez  regulamento de morte  regulamento do risco,As coberturas de risco por morte e invalidez total e permanente possuem regulamento próprio que pode ser solicitados diretamente via formulário de email (através da PRI).
relatorio  relatorio de adesao  relatorios mensal,"No SOP menu relatórios, é possível acompanhar o desempenho mensal de determinado angariador ou da sua cooperativa. Neste menu estão disponíveis relatório de  adesão, de risco avulso, de portabilidade entre outros .

A seguir orientações para acessar o relatório de inscrição ao Plano, Contratação de risco e status de proposta no SOP:		
[Inscrição e Risco] Link/URL => https://vimeo.com/359285212/3240550fb1
[Status Proposta] Link/URL => https://vimeo.com/359285284/478c16188a 
Você também pode acompanhar os relatórios na Plataforma Quanta > no menu Gestão "
,"O Plano possui como objetivo de rentabilidade superar o CDI , esse índice pode sofrer alterações que serão atualizadas na Política de Investimentos.<br>
Mensalmente apresentamos a rentabilidade nas lâminas dos perfis de investimentos que estão disponíveis no Portal do Instituidor e Site do Plano no menu Investimentos, e na Área Restrita do Participante.
Portal do Instituidor:
<a href=http://www.quantaprevidencia.com.br/portaldoinstituidor/login.php target=_blank>Menu Investimentos</a>"
,"Ok,  você precisa de uma nova senha para qual ferramenta? 👇"
,"Para ter acesso ao SOP, você precisar ter realizado o EAD Precaver, caso já tenha sido aprovado sua senha será enviada em até 7 dias para seu e-mail. 

Caso já tenha recebido a sua e <b>não lembra</b>, na página inicial do SOP, clique em esqueci a senha. "
,"Se você não está conseguindo acessar ao SOP, peço que realize o procedimento de recuperar a senha, não tendo sucesso, entre em contato com a sua SEDE para regularização. "
,"Abra o Aplicativo do Plano em seu celular, <b>não logue com a sua digital</b>, antes disso clique em “cancelar”. <br>
Após, clique em “esqueci a senha”  Após recuperar a sua senha, acesse o site da Plataforma e faça seu 1º acesso utilizando como login seu CPF e a senha do APP do Plano."
,"Eu não consigo ajudar com este tipo de diálogo. 

O que você prefere fazer?"
,"Nesse caso, você deve refazer a simulação contratando apenas a cobertura aceita. "
,"No Portal do Instituidor você pode realizar uma simulação de renda futura utilizando o simulador de benefício em excel. Ele irá apresentar, mas 03 formas de recebimento de renda projeções em valores brutos de acordo com a idade escolhida pelo participante.<br>
Também irá encontrar simuladores para realizar comparativo de planos com PGBL e VGBL, além do simulador para economia no imposto de renda. Acesse: Portal do instituidor > negócios > simulações."
,"‌Mesmo morando no exterior a proteção familiar contratada pelo participante tem validade, sendo necessário apenas que os beneficiários do plano, em caso de acionamento de pecúlio, possuam uma conta válida no Brasil para recebimento. "
2a via de proposta  ficha proposta de um plano efetivado.  preciso da segunda via da proposta  segunda via ficha proposta  segunda via proposta  solicitar documentos,"Alguns documentos como ficha proposta, RG ficam disponíveis no SOP em manutenção do Plano > alteração do plano > documentos. <br>
Caso não venham estar disponíveis, solicite através de um formulário de email (via PRI) para a Quanta."
Quais são as subcontas do plano? ,"Conforme regulamento, os valores do plano dos participantes são divididos em subcontas, sendo os alocados de acordo com o tipo de contribuição realizada. Abaixo estão mais informações sobre cada uma delas.

• Subconta Participante: Contribuições Mensais para a Aposentadoria
• Subconta Contribuições Extras - Participante: Aportes extras realizados pelo participante.
• Subconta Contribuições Empregador/Instituidor: Contribuições pagas pelo empregador do participante.
• Subconta Portabilidade Aberta: Valores pagos pelo participante à entidade aberta antes de portar os recursos para a Quanta.
• Subconta Portabilidade Fechada: Valores pagos pelo participante à entidade fechada antes de portar os recursos para a Quanta."
,"O Participante poderá requerer sua renda complementar em qualquer circunstancia seja ela normal (recebimento de renda, sinistro por invalidez ou por morte). Não há carência para solicitação. Consulte uma das opções de renda abaixo para saber mais :relaxed:."
,"Ok, o que você quer saber sobre aposentadoria programada?"
"Participante quer entrar em aposentadoria, como solicitar?","A solicitação de renda complementar sem cobertura de risco, deve ser realizada diretamente via Plataforma no menu em aposentadoria > solicitar aposentadoria.

Essa funcionalidade será com operação digital com token ou manual e dispensará a necessidade de envio do FORM10. Assim, não aceitaremos mais o envio de formulário via chamado. 


*Em casos de renda continuada um consultor da Quanta fará contato com o participante para uma consultoria, em casos de pagamento único será enviado por e-mail uma formalização.

*ATENÇÃO: Somente maiores de 18 anos podem solicitar renda complementar."
,"No momento da concessão de benefício, é permitido que o participante saque até 25% do seu saldo da Conta Benefício. Na fase de recebimento, o saldo permanece em contas individuais, recebendo 100% da rentabilidade líquida ficando vetado resgatar ou portar o recurso. A forma de recebimento de renda pode ser alterada anualmente. Verifique as formas de recebimento clicando nos botões abaixo. :smile:"
,"Para o cálculo desta modalidade de renda é utilizado um fator de conversão, apurado com base na expectativa de vida do participante + taxa de juros. Para simplificar, o seu saldo será dividido pela quantidade de anos que você ainda vai viver (com base na estimativa da tábua biométrica de sobrevivência BR-EMSsb - 2015 - f) e uma hipótese de rentabilidade.  "
,"Esta opção de renda permite que o participante escolha um percentual fixo entre 0,1% e 1% que incidirá sobre o saldo. O cálculo é simples, basta multiplicar o percentual escolhido pelo patrimônio acumulado na previdência para obter o valor da renda mensal. "
,"Nesta modalidade o participante determina por quanto tempo quer receber a renda de aposentadoria, o período não pode ser inferior a 5 anos. Este cálculo considera o saldo, a taxa de juros e o prazo solicitado pelo participante. Em outras palavras, é a divisão do seu saldo pelo tempo que você quer receber a renda de aposentadoria, considerando uma hipótese de rentabilidade.  "
Quando é pago o beneficio de aposentadoria?,O pagamento do benefício de aposentadoria é pago no décimo dia útil de cada mês.
,"Ok, o que você quer saber sobre aposentadoria por invalidez?"
,"Vamos por partes… Em primeiro lugar é permanente. Ou seja, sem volta. <br>
Aquela situação ocasionada por acidente ou doença para a qual não se pode esperar recuperação ou reabilitação com os recursos terapêuticos disponíveis. 

Em segundo lugar é total. Ou seja, não se trata de invalidez parcial (perda de uma das mãos, por exemplo). E tampouco laborativa, que é a perda ou redução da capacidade do indivíduo desempenhar as funções referente à sua ocupação profissional. Trata-se de uma situação que atinge ambos os membros superiores e/ou inferiores, por exemplo. Essas situações podem ser ocasionadas por acidente ou doença. O pagamento é destinado ao participante e segue a mesma lógica já apresentada anteriormente. Ex: perda de visão de ambos os olhos, por exemplo, o caso seria classificado como invalidez total."
Como dar entrada no processo de invalidez?,"Para dar entrada no processo de invalidez total e permanente será necessário encaminhar para Quanta as imagens dos seguintes documentos:

Formulário de Requerimento de invalidez total e permanente, (firma reconhecida em cartório ou pela Cooperativa). O formulário está disponível no SOP em Manutenção do Plano > Formulários e Manuais (FORM11).<br> <br>
 IMPORTANTE:  é obrigatório o preenchimento dos seguintes campos no formulário: telefone do participante, e-mail do participante, dados bancários.  

Cópia do documento de identificação com foto (firma reconhecida em cartório ou pela Cooperativa).

Relatórios e exames médicos (cópia simples).

*Não é necessário o envio dos documentos originais para Quanta.<br>
**Em casos de renda continuada um consultor da Quanta fará contato com o participante para uma consultoria, em casos de pagamento único será enviado por e-mail uma formalização.
***Envie os documentos clicando no ícone abaixo e-mail >seleciona o tipo de contato e formalize sua solicitação. "
,"No momento da concessão de benefício, é permitido que o participante saque até 25% do seu saldo da Conta Benefício. Na fase de recebimento, o saldo permanece em contas individuais, recebendo 100% da rentabilidade líquida ficando vetado resgatar ou portar o recurso. A forma de recebimento de renda pode ser alterada anualmente. Verifique as formas de recebimento clicando nos botões abaixo. :smile:"
,O pagamento do benefício de invalidez é pago no décimo dia útil de cada mês.
,"Ok, o que você quer saber sobre aposentadoria por morte?"
,"A cobertura de morte dentro do plano de previdência da Quanta cobre morte por qualquer causa. A indenização contratada é paga como um “aporte” dentro do plano do participante e os beneficiários podem optar pela melhor forma de receberem essa pensão. Sim, cada um pode escolher uma determinada forma de renda como também fazer um saque inicial de até 25% do saldo que lhe cabe."
"Participante faleceu, o que fazer?","Em caso de falecimento do participante, o primeiro passo é enviar à Quanta através da PRI, a cópia do atestado de óbito e a copia do documento de identificação do participante, para iniciar a concessão de benefício por Pensão.

Ressaltamos que é de suma importância a agilidade no envio do atestado de óbito para que não seja gerado cobrança em nome do participante. Após o envio do atestado de óbito, será necessário encaminhar via PRI as imagens dos seguintes documentos:

Formulário de requerimento de benefício pensão por morte um para cada beneficiário (firma reconhecida em cartório ou pela cooperativa) – disponibilizado no SOP> Manutenção do Plano > Formulários e Manuais (FORM12).

 IMPORTANTE: é obrigatório o preenchimento dos seguintes campos no formulário: telefone do beneficiário, e-mail do beneficiário, dados bancários.  .

Cópia autenticada (simples) em cartório da certidão de óbito. 

Relatório e exames médicos (cópia simples) caso o participante tenha cobertura de risco por morte contratada e o motivo do óbito foi por doença. 

Boletim de Ocorrência (cópia simples) e Exames toxicológicos e alcoólicos (cópia simples e em casos de acidente de trânsito onde o participante era o condutor) para casos com cobertura de risco por morte contratada e o óbito foi por conta de acidente.

*Não é necessário o envio dos documentos originais para Quanta. <br>
*Se durante a análise a seguradora solicitar algum documento extra, acionaremos o instituidor ou beneficiário para notificar. <br>
*Em casos de renda continuada um consultor da Quanta fará contato com o beneficiário para uma consultoria, em casos de pagamento único será enviado por e-mail uma formalização.”"
,"No momento da concessão de benefício, é permitido que o participante saque até 25% do seu saldo da Conta Benefício. Na fase de recebimento, o saldo permanece em contas individuais, recebendo 100% da rentabilidade líquida ficando vetado resgatar ou portar o recurso. A forma de recebimento de renda pode ser alterada anualmente. Verifique as formas de recebimento clicando nos botões abaixo. :smile:"
,"Para o cálculo desta modalidade de renda é utilizado um fator de conversão, apurado com base na expectativa de vida do participante + taxa de juros. Para simplificar, o seu saldo será dividido pela quantidade de anos que você ainda vai viver (com base na estimativa da tábua biométrica de sobrevivência BR-EMSsb - 2015 - f) e uma hipótese de rentabilidade.  "
,"Esta opção de renda permite que o participante escolha um percentual fixo entre 0,1% e 1% que incidirá sobre o saldo. O cálculo é simples, basta multiplicar o percentual escolhido pelo patrimônio acumulado na previdência para obter o valor da renda mensal. "
,"Nesta modalidade o participante determina por quanto tempo quer receber a renda de aposentadoria, o período não pode ser inferior a 5 anos. Este cálculo considera o saldo, a taxa de juros e o prazo solicitado pelo participante. Em outras palavras, é a divisão do seu saldo pelo tempo que você quer receber a renda de aposentadoria, considerando uma hipótese de rentabilidade.  "
Quando ocorre o pagamento do beneficio?,O pagamento do benefício de pensão é pago no décimo dia útil de cada mês.
,"O participante que manifestar interesse em entrar em aposentadoria pode solicitar uma simulação para conhecer o valor da renda mensal já com a tributação nas 03 formas disponíveis no plano. Para isso, é necessário enviar uma solicitação para Quanta (atraves da Pri), clicando no ícone do e-mail abaixo e selecionando o tipo de contato -  simulação de beneficio . Simulação de invalidez e pensão que possuem cobertura de risco, somente é possível realizar após o deferimento da Seguradora. "
Quando ocorre o recalculo do beneficio?,"Conforme o regulamento do Plano mês de fevereiro de cada ano, é realizado o recálculo anual da renda mensal. Além disso, há a possibilidade de alteração da forma de recebimento – O aposentado pode solicitar a troca nos meses de novembro e dezembro.

A alteração na forma de recebimento pode ser realizada diretamente pelo App: Menu Contribuições > Alterar forma de recebimento > Selecionar as opções desejadas > Continuar > Validar solicitação via código de verificação. Caso o aposentado se arrependa da alteração, ele pode cancelar o pedido diretamente no app."
Quando ocorre o recalculo do beneficio?,"Conforme o regulamento do Plano mês de fevereiro de cada ano, é realizado o recálculo anual da renda mensal. Além disso, há a possibilidade de alteração da forma de recebimento – O aposentado pode solicitar a troca nos meses de novembro e dezembro.

A alteração na forma de recebimento pode ser realizada diretamente pelo App: Menu Contribuições > Alterar forma de recebimento > Selecionar as opções desejadas > Continuar > Validar solicitação via código de verificação. Caso o aposentado se arrependa da alteração, ele pode cancelar o pedido diretamente no app."
Onde o participante consegue suspender o plano?,"O participante pode suspender o plano através do APP, acessando o menu serviços > pausar contribuição > pausar mesmo assim."
Pode suspender parcela em aberto?,"As parcelas em aberto não podem ser suspensas somente canceladas.
Para realizar o cancelamento das parcelas em aberto, o participante precisar realizar a conversão das parcelas através do APP da Quanta. 
Basta o participante acessar o APP > Serviços > Pagamentos > Contribuições em atraso > Selecionar as cobranças desejadas > Cancelar cobrança. "
O que é a tabua atuarial?,"São tabelas desenvolvidas pelas Seguradoras Norte Americanas onde são apresentadas as probabilidades de morte em cada idade, para a população estudada. São utilizadas para se apurar a esperança de vida em cada idade, que são utilizadas como prazo para cálculo dos benefícios, observada a opção do participante ou beneficiário. Os planos administrados pela Quanta, utilizam a Tabua Atuarial BR-EMSsb – 2015 – f. Esta tábua prevê, para pessoas de 60 anos, por exemplo, uma expectativa de vida de 29,4 anos. Ou seja, 2 anos a mais, se comparada à AT 2000 F, antiga tábua utilizada. Em média, ao longo das idades, a tábua prevê um ganho na expectativa de vida de 1,64 anos se comparada com a utilizada anteriormente."
TX de administração  em quais documentos estao disponibilizadas as taxas do plano  existe alguma taxa no plano precaver  existe taxa de administracao  existe taxa de carregamento  existe taxa de saida  onde encontro a taxa de administracao do plano  onde encontro a taxa de carregamento do plano  onde estao divulgada as taxas do plano  quais sao as taxas do plano precaver  qual taxa de administracao  qual taxa de carregamento  qual taxa do plano precaver  se o cooperado sair do plano ele paga taxa de saida  tabelas de tributação  taxa  taxa de administracao  taxa de carregamento  taxas  tem juros para contribuições em atraso  temos taxa de performance  tributação,"As taxas existentes no Plano Precaver e Prevcoop  são:<br>
• Taxa de Administração de 0,25% a.a.:incide sobre o patrimônio total do participante anualmente. <br>
• Taxa de Carregamento 0%.: a.a é um valor cobrado por movimentações financeiras de entrada e saída <br>
As taxas vigentes são divulgadas nas lâminas dos perfis de investimentos, estão disponíveis no Portal do Instituidor e Site do Plano no menu Investimentos e no acesso restrito do participante.<br>
Não há taxa de saída e taxa de performance, assim toda a rentabilidade é repassada ao participante.
Caso queira saber sobre a tributação das tabelas de IR, busque pelo nome."
O que é taxa de conversão?,"Vamos por partes, conversão é o momento no qual a instituição vai calcular o valor da renda de aposentadoria a partir do saldo acumulado. Para realizar esse cálculo é necessário aplicar o fator de conversão, que é uma combinação de tábua de sobrevivência + taxa de juros.  A tábua serve para estimar quanto tempo o participante vai viver, e, portanto, por quanto tempo a renda de aposentadoria deve durar. A taxa de juros seve para estimar o quanto o dinheiro vai render, mas a maioria dos planos PGBLs e VGBLs possuem 0% de taxa de juros na conversão, é como se o saldo não rendesse mais, isso faz com que a renda de aposentadoria seja baixa.<br>
Os planos da Quanta utilizam tábua de sobrevivência + taxa de juros de 4,10% e a atualização da renda é realizada anualmente considerando 100% da rentabilidade sobre o saldo do participante."
o que e tesouro direto  tesouro direto,"O Tesouro direto é um programa de venda de títulos públicos ativos de renda fixa, com o menor risco de crédito, pois os títulos públicos são 100% garantidos pelo Tesouro Nacional. Alguns desses títulos possuem baixíssima volatilidade, enquanto outros podem apresentar oscilações de preço ao longo do tempo. É uma modalidade onde você empresta dinheiro e em troca recebe no futuro uma remuneração por este empréstimo. 
Tesouro Direto e o Plano de previdência são investimentos distintos com diferentes objetivos, portanto não é possível fazer um comparativo entre eles."
O plano funciona como titulo publico?,"O Plano não pode ser comparado ao um título público federal pois são investimentos distintos com objetivos diferentes. 
O Tesouro direto é um programa de venda de títulos públicos ativos de renda fixa, com o menor risco de crédito, pois os títulos públicos são 100% garantidos pelo Tesouro Nacional. Alguns desses títulos possuem baixíssima volatilidade, enquanto outros podem apresentar oscilações de preço ao longo do tempo. É uma modalidade onde você empresta dinheiro e em troca recebe no futuro uma remuneração por este empréstimo. 
O Plano  é um planejamento previdenciário, o participante terá seu saldo acumulado rentabilizado de acordo com o perfil de investimento escolhido onde com o saldo acumulado poderá ser resgatado ou então convertido em renda de acordo com a escolha do participante. Logo, o Plano possui flexibilidade, pois devido aos perfis de investimentos (Renda Fixa, Quanta e Renda Variável) o participante pode ter acesso tanto a investimentos do segmento de renda fixa quanto a investimentos do segmento de renda variável, investimentos estruturados e investimentos no exterior."
INTITUIDOR ALTERAÇÃO  alterar instituidor  alteração de instituidor  como alterar o instituidor  como mudar o instituidor  como trocar a cooperativa  troca de instituidor,"A troca de instituidor deve ser realizado diretamente pela plataforma Quanta > acesse gestão > alteração de PA/Cooperativa > busque o participante > clique no nome dele > seleciona a opção desejada > realize a alteração > salvar. Depois que realizado o procedimento, em até 48 horas o novo posto de atendimento estará atualizado respeitando o próximo ciclo de cobrança. "
mudar aliquota de imposto de renda  mudar aliquota de ir  mudar de progressiva para regressiva  mudar de regressiva para progressiva  mudar tabela de ir  trocar tabela de imposto de renda,"A Lei nº 14.803/2024, que alterou a Lei nº 11.053/2004, passa a permitir que o participante/assistido de planos de previdência privada possa fazer a escolha pelo regime de tributação no momento da entrada em benefício ou solicitação de resgate e não mais no momento do ingresso ao plano.
O Participante que estiver na fase de contribuição e que aderiu o plano antes da vigência da nova lei (11/01/2024) terá a opção de mudar a alíquota (se retratar/voltar atrás da escolha) mesmo que já tenha feito um resgate parcial no passado, a partir da próxima retirada terá que escolher qual alíquota prefere e esta será definitiva.
Para os participantes que aderiram ao plano após a vigência da Lei nº 14.803/2024 e que estão na alíquota Progressiva, terão a opção de alterar para a Regressiva no momento do resgate ou benefício, porém, o inverso não será permitido. Os assistidos que entraram na fase de recebimento de renda (aposentadoria programada, invalidez e beneficiários) até a vigência da nova lei poderão alterar a alíquota de Progressiva para Regressiva a qualquer tempo e está será irretratável. 
Para os participantes que demonstrarem interesse em proceder o resgate com mudança de tributação (DE: Regressiva PARA: Progressiva): Para estes casos, vamos proceder os resgates normalmente, porém, vamos solicitar que o participante assine uma solicitação de mudança de tributação através de formulário. . Caso, venha ser do interesse do participante, clique em abrir chamado e solicite o formulário para a nossa Central de Relacionamento. "
preciso trocar a conta para receber aposentadoria trocar conta para receber aposentadoria como trocar conta para receber aposentadoria?,"O aposentado ou beneficiário que tiver interesse em alterar a conta para recebimento da renda, basta enviar uma solicitação  via formulário de email (através da PRI)."
,Te ajudo em algo mais?
,"Para estar por dentro das novidades em relação a sua previdência acesse as nossas redes sociais: <br>
<a href=https://www.instagram.com/quantaprevidencia target=_blank style=display:flex; align-items: center; margin-bottom: -10px; margin-top: 3px; text-decoration: none;>
<img src=https://quantaprevidenci.neoassist.com/API/ImageLib/Download/353278 style=height:14px>
<span style=padding-left: 6px>Instagram</span>
</a>
<br>

<a href=https://www.facebook.com/quantaprevidencia target=_blank style=display:flex; align-items: center; margin-bottom: -10px; text-decoration: none>
<img src=https://quantaprevidenci.neoassist.com/API/ImageLib/Download/353310 style=height:14px>"
,"Desculpe $name, não consegui compreender. Pode, por gentileza, reescrever com outros termos sua pergunta? Caso você queira saber outro assunto sobre os menus anteriores, volte ao início e refaça o seu caminho, combinado? :wink:  $name, desculpe, não consegui compreender. <br>
Sou um assistente virtual e estou em constante aprendizado. Para este questionamento, solicito enviar um e-mail e um colega irá prontamente lhe atender, OK? Desculpe, não consegui compreender sua solicitação. Sou um assistente virtual e estou em constante aprendizado e evolução. Por gentileza, reescreva sua dúvida ou pergunte com outras palavras."
,"Em conformidade com a legislação vigente, não é possível portar um plano em recebimento de renda para outras instituições. Ou seja, uma vez aposentado, o assistido deverá seguir até o final do planejamento da instituição que entrou em aposentadoria.

Sendo assim, este impeditivo de aplica-se a todos os planos previdenciários do Brasil. O assistido pode receber portabilidade de entrada, mas não é possível realizar portabilidade de saída."
Como posso alterar os dados bancários antes de solicitar o resgate? Onde posso informar a nova conta bancária para o resgate do participante?  Participante quer alterar os dados bancários para resgate,"Se o participante solicitou o resgate do plano e deseja alterar os dados para recebimento do recurso, ele deverá enviar através da nossa Central os novos dados bancários. Lembrando que a conta precisar ser de titularidade do participante ou de seu representante legal."
,Inserir o arquivo do Kit Angariador
"acessar sistemas Quanta
Acesso aos sistemas
Acesso aos sistemas Quanta
Como acessar os sistemas","Para obter acesso aos sistemas da Quanta você deve seguir esse passo a passo:

1º Solicite ao RH ou assessor de previdência da sua cooperativa a abertura de chamado aqui mesmo na PRI. O tipo de chamado deve ser: “Acesso aos sistemas operacionais.”
Lembre-se de preencher com nome completo sem abreviações. Somente e e-mails corporativos são válidos. E-mails pessoais não serão aceitos. 

2º Aguarde o retorno e encerramento do chamado. As credenciais de acesso à plataforma operacional da Quanta serão encaminhadas para o e-mail do colaborador.

3º Com as credenciais em mãos, basta acessar a plataforma operacional da Quanta e clicar no botão verde (Acesse a ACQUA) localizado na parte superior esquerda da sua tela. Importante: acesse a ACQUA seguindo esse fluxo e não diretamente pelo site.

4º Ao ser direcionado para a ACQUA você deverá cursar a Trilha Precaver.

5º Ao concluir o curso e obter a nota mínima para aprovação o seu acesso a todas as funcionalidades da plataforma operacional da Quanta serão liberadas automaticamente. Bons negócios!"
